1.925814e-11 0.000000e+00
2.888721e-11 0.000000e+00
3.851628e-11 0.000000e+00
4.814535e-11 0.000000e+00
5.777442e-11 0.000000e+00
6.740349e-11 0.000000e+00
7.703256e-11 0.000000e+00
8.666163e-11 0.000000e+00
9.629070e-11 0.000000e+00
1.059198e-10 0.000000e+00
1.155488e-10 0.000000e+00
1.251779e-10 0.000000e+00
1.348070e-10 0.000000e+00
1.444360e-10 0.000000e+00
1.540651e-10 0.000000e+00
1.636942e-10 0.000000e+00
1.733233e-10 0.000000e+00
1.829523e-10 0.000000e+00
1.925814e-10 0.000000e+00
2.022105e-10 0.000000e+00
2.118395e-10 6.905753e-14
2.214686e-10 1.451591e-13
2.310977e-10 5.823733e-12
2.407267e-10 1.180965e-11
2.503558e-10 2.022247e-10
2.599849e-10 3.966731e-10
2.696140e-10 3.476534e-09
2.792430e-10 6.609454e-09
2.888721e-10 3.592336e-08
2.985012e-10 6.660559e-08
3.081302e-10 2.484532e-07
3.177593e-10 4.531573e-07
3.273884e-10 1.259740e-06
3.370174e-10 2.283936e-06
3.466465e-10 5.111364e-06
3.562756e-10 9.280811e-06
3.659046e-10 1.814162e-05
3.755337e-10 3.290790e-05
3.851628e-10 6.007085e-05
3.947919e-10 1.073962e-04
4.044209e-10 1.891116e-04
4.140500e-10 3.284537e-04
4.236791e-10 5.599471e-04
4.333081e-10 9.381186e-04
4.429372e-10 1.542902e-03
4.525663e-10 2.490163e-03
4.621953e-10 3.944930e-03
4.718244e-10 6.133076e-03
4.814535e-10 9.355813e-03
4.910826e-10 1.400066e-02
5.007116e-10 2.054531e-02
5.103407e-10 2.955376e-02
5.199698e-10 4.165438e-02
5.295988e-10 5.749583e-02
5.392279e-10 7.767787e-02
5.488570e-10 1.026499e-01
5.584860e-10 1.325786e-01
5.681151e-10 1.671945e-01
5.777442e-10 2.056304e-01
5.873732e-10 2.462762e-01
5.970023e-10 2.866795e-01
6.066314e-10 3.235284e-01
6.162605e-10 3.527532e-01
6.258895e-10 3.697712e-01
6.355186e-10 3.698838e-01
6.451477e-10 3.488128e-01
6.547767e-10 3.033343e-01
6.644058e-10 2.319291e-01
6.740349e-10 1.353505e-01
6.836639e-10 1.700303e-02
6.932930e-10 -1.169719e-01
7.029221e-10 -2.579772e-01
7.125512e-10 -3.956279e-01
7.221802e-10 -5.187607e-01
7.318093e-10 -6.166740e-01
7.414384e-10 -6.804317e-01
7.510674e-10 -7.040318e-01
7.606965e-10 -6.852463e-01
7.703256e-10 -6.259802e-01
7.799546e-10 -5.320765e-01
7.895837e-10 -4.125822e-01
7.992128e-10 -2.785889e-01
8.088419e-10 -1.418354e-01
8.184709e-10 -1.329645e-02
8.281000e-10 9.802495e-02
