1.925814e-11 0.000000e+00
2.888721e-11 0.000000e+00
3.851628e-11 0.000000e+00
4.814535e-11 0.000000e+00
5.777442e-11 0.000000e+00
6.740349e-11 0.000000e+00
7.703256e-11 0.000000e+00
8.666163e-11 0.000000e+00
9.629070e-11 0.000000e+00
1.059198e-10 0.000000e+00
1.155488e-10 4.078593e-09
1.251779e-10 8.571580e-09
1.348070e-10 9.018357e-08
1.444360e-10 1.760940e-07
1.540651e-10 9.193924e-07
1.636942e-10 1.708458e-06
1.733233e-10 4.989080e-06
1.829523e-10 9.045363e-06
1.925814e-10 1.947473e-05
2.022105e-10 3.555909e-05
2.118395e-10 6.659332e-05
2.214686e-10 1.224276e-04
2.310977e-10 2.227160e-04
2.407267e-10 4.009238e-04
2.503558e-10 7.075614e-04
2.599849e-10 1.225676e-03
2.696140e-10 2.082368e-03
2.792430e-10 3.466258e-03
2.888721e-10 5.657983e-03
2.985012e-10 9.060557e-03
3.081302e-10 1.422976e-02
3.177593e-10 2.190902e-02
3.273884e-10 3.306035e-02
3.370174e-10 4.888006e-02
3.466465e-10 7.078634e-02
3.562756e-10 1.003667e-01
3.659046e-10 1.392735e-01
3.755337e-10 1.890490e-01
3.851628e-10 2.508696e-01
3.947919e-10 3.252237e-01
4.044209e-10 4.115404e-01
4.140500e-10 5.078032e-01
4.236791e-10 6.102108e-01
4.333081e-10 7.129673e-01
4.429372e-10 8.082823e-01
4.525663e-10 8.866589e-01
4.621953e-10 9.375268e-01
4.718244e-10 9.502259e-01
4.814535e-10 9.152786e-01
4.910826e-10 8.258345e-01
5.007116e-10 6.790914e-01
5.103407e-10 4.774556e-01
5.199698e-10 2.291933e-01
5.295988e-10 -5.161867e-02
5.392279e-10 -3.459732e-01
5.488570e-10 -6.316162e-01
5.584860e-10 -8.853843e-01
5.681151e-10 -1.085887e+00
5.777442e-10 -1.216154e+00
5.873732e-10 -1.265823e+00
5.970023e-10 -1.232485e+00
6.066314e-10 -1.121985e+00
6.162605e-10 -9.475705e-01
6.258895e-10 -7.280685e-01
6.355186e-10 -4.853695e-01
6.451477e-10 -2.416539e-01
6.547767e-10 -1.680049e-02
6.644058e-10 1.736411e-01
6.740349e-10 3.196564e-01
6.836639e-10 4.170682e-01
6.932930e-10 4.670205e-01
7.029221e-10 4.748524e-01
7.125512e-10 4.486489e-01
7.221802e-10 3.977590e-01
7.318093e-10 3.315153e-01
7.414384e-10 2.583040e-01
7.510674e-10 1.850359e-01
7.606965e-10 1.169787e-01
7.703256e-10 5.785559e-02
7.799546e-10 1.009195e-02
7.895837e-10 -2.490269e-02
7.992128e-10 -4.650006e-02
8.088419e-10 -5.470871e-02
8.184709e-10 -5.012445e-02
8.281000e-10 -3.394752e-02
